record_id,subscriber_msisdn,recipient_number,event_timestamp,transaction_type,amount_paid,service_status,location_cell,session_duration_sec,network_layer,user_agent_device,notes_field
REC-101740,+255/714/001096,0714-014-796,11/18/2023 04:47 PM,DATA_RECHARGE,"TZS 93,739.52/=",TERMINATED,Dodoma ,0,3G WCDMA,Tecno Spark 10 Pro,None
REC-102373,+255 714 023 838,0714-026-852,2023-11-11 05:17:19,SMS_PACK,"120,273.82",SUSPENDED,Zanzibar,120,5G NR,Nokia 105 (Feature Phone),
REC-100696,  714010960  ,0714-005-069,2023-11-26 15:14:58,DATA_RECHARGE,"TZS 90,419.08/=",Active,Tanga,30s,5G NR,Huawei P40 Lite,
REC-101679,  714016303  ,tel:+255-714-020961,24-11-2023 16:19:00,VOICE_CALL,$ 25.72 USD,UNKNOWN,  Dar es Salaam  ,N/A,unknown,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101954,+255 714 000 137,+255 714 026 852,"Nov 19, 2023 10:51",VOICE_CALL,"108,161.87",churn,Tanga,0,5G NR,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100122,  714000548  ,255714012467,1699534797,BUNDLE_PURCHASE,"110,410.45",Active,Dodoma,1800,5G NR,Unknown,
REC-102255,+255 714 032 058,  714020002  ,11/30/2023 10:18 AM,SMS_PACK,"3,305.04",Terminated,"Stone Town, Zanzibar",02:15,4G LTE,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-102369,0000000000,255714020002,2023-11-26T09:01:20+03:00,BUNDLE_PURCHASE,NaN,Pending_Kyc​,Mwanza Rock City,02:15,LTE-A,Unknown,Standard call; cell handover success
REC-102320,+255(0)714020550,N/A,11/17/2023 06:36 AM,TIGO_PESA_CASH_OUT,"TZS 45,687.82/=",,Mbeya,N/A,4G LTE,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-102077,+255(0)714016988,tel:+255-714-023838,11/15/2023 12:42 PM,SMS_PACK,"126,519.4200",SUSPENDED,Arusha,0,LTE-A,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-100394,+255/714/016988,tel:+255-714-028907,1699499985,BUNDLE_PURCHASE,"TZS 96,517.07/=",,DODOMA (Capital),0,unknown,Samsung Galaxy A14; Android 13,None
REC-100082,  714012741  ,+255 714 003 151,26-11-2023 14:05:10,TIGO_PESA_CASH_IN,  101088  ,,DODOMA (Capital),30s,4G LTE,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-101729,  714006028  ,0714-000-548,02-12-2023 21:12:55,DATA_RECHARGE,NaN,Term,Dodoma,0,unknown,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100549,+255/714/010412,0714-007-261,11/19/2023 09:46 PM,SMS_PACK,"TZS 61,240.18/=",  active  ,"Stone Town, Zanzibar",N/A,LTE-A,Transsion Infinix Hot 30,None
REC-102498,0714-015-618,0714020550,11/06/2023 11:14 AM,DATA_RECHARGE,"46,446.0300",Active,ARUSHA,02:15,4G,Transsion Infinix Hot 30,Standard call; cell handover success
REC-102366,N/A,tel:+255-714-023975,2023-11-19T13:03:24+03:00,TIGO_PESA_CASH_IN,,pending,DODOMA (Capital),45,LTE-A,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-102073,  714032469  ,0714-025-071,11/07/2023 08:26 PM,TIGO_PESA_CASH_IN,"44,919.35",churn,ARUSHA,N/A,3G WCDMA,"iPhone 13,2 (iOS 16.5)",
REC-101163,tel:+255-714-030551,+255(0)714003151,1699837962,TIGO_PESA_CASH_IN,NaN,SUSPENDED,Arusha﻿,-15,unknown,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-101651,0000000000,N/A,2023/11/04,TIGO_PESA_CASH_OUT,"72,264.32",suspnded,DAR ES SALAAM,-15,4G LTE,Huawei P40 Lite,None
REC-100093,N/A,tel:+255-714-013015,08-11-2023 22:30:24,VOICE_CALL,"TZS 14,437.90/=",CHURNED,Arusha,1800,4G LTE,Huawei P40 Lite,Standard call; cell handover success
REC-101306,+255(0)714017262,+255/714/013426,25-11-2023 16:44:25,BUNDLE_PURCHASE,FREE,ACTV,Mwanza Rock City,1800,2G GSM,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101516,0000000000,0714014659,11/30/2023 10:54 PM,SMS_PACK,$ 45.80 USD,Terminated,Morogoro,N/A,2G GSM,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-101448,+255/714/001507,+255 714 033 428,11/13/2023 07:03 PM,DATA_RECHARGE,$ 27.93 USD,CHURNED,Morogoro,30s,LTE-A,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101716,+255 714 023 838,+255/714/031373,01-12-2023 10:07:35,BUNDLE_PURCHASE,"43,083.1400",suspnded,Arusha (CBD),45,5G NR,Unknown,Flagged for KYC update; verified by agent
REC-100071,255714031921,0000000000,1699737975,TIGO_PESA_CASH_OUT,"TZS 144,741.25/=",,Mwanza Rock City,0,unknown,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100249,+255 714 001 233,+255(0)714003151,2023-11-27 17:07:11,VOICE_CALL,  50094  ,ACTV,Mwanza Rock City,45,unknown,Unknown,None
REC-100568,0714-005-343,  714004110  ,1700400659,SMS_PACK,"90,725.28",actve,Dodoma,1800,4G,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100665,255714007398,0714-003-699,11/19/2023 08:40 PM,VOICE_CALL,$ 23.47 USD,  active  ,,360,LTE-A,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100953,255714011919,0714011097,28-11-2023 17:34:11,DATA_RECHARGE,"TZS 80,069.93/=",churn,Mwanza,02:15,4G LTE,Nokia 105 (Feature Phone),None
REC-100186,+255/714/019865,tel:+255-714-029181,23-11-2023 03:26:07,SMS_PACK,,  active  ,ZNZ,30s,4G LTE,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102106,0714-028-359,0714-010-001,23-11-2023 03:17:14,BUNDLE_PURCHASE,$ 56.69 USD,Term,Dar es Salaam,N/A,5G NR,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101711,255714014659,255714015755,2023-11-12 13:51:51,BUNDLE_PURCHASE,"96,855.93",Suspended,Morogoro,N/A,5G NR,Huawei P40 Lite,
REC-100177,0714-019-728,+255 714 030 277,12/02/2023 08:40 PM,BUNDLE_PURCHASE,"108,141.78",Suspended,Mwanza Rock City,120,3G WCDMA,Huawei P40 Lite,None
REC-100156,  714029318  ,0714-013-837,1700314112,VOICE_CALL,$ 0.75 USD,actve,Mwanza Rock City,360,3G WCDMA,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100708,0714002877,255714004247,25-11-2023 01:06:45,SMS_PACK,512.79,UNKNOWN,mwanza,1800,3G WCDMA,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-100333,  714018084  ,255714031784,2023-11-06T18:19:32+03:00,VOICE_CALL,"147,098.17",UNKNOWN,N/A,360,unknown,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-101386,255714007809,0714-029-318,11/22/2023 06:54 PM,TIGO_PESA_CASH_IN,  82114  ,null,Tanga,120,LTE-A,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100569,0714030962,+255(0)714013563,11/25/2023 12:30 AM,TIGO_PESA_CASH_IN,"92,273.23",PENDING_KYC,dar-es-salaam,-15,2G GSM,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101958,+255 714 021 646,0714-020-961,12-11-2023 03:06:37,BUNDLE_PURCHASE,"TZS 21,255.77/=",Terminated,dar-es-salaam,02:15,3G WCDMA,Huawei P40 Lite,None
REC-101164,+255 714 024 934,+255 714 002 603,1699849650,BUNDLE_PURCHASE,$ 7.62 USD,CHURNED,ARUSHA,45,2G GSM,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-102456,tel:+255-714-022879,N/A,2023-11-10 02:23:00,BUNDLE_PURCHASE,$ 47.63 USD,Active,Mwanza Rock City,-15,4G LTE,"iPhone 13,2 (iOS 16.5)",
REC-101198,+255/714/031236,  714022742  ,"Dec 02, 2023 15:27",TIGO_PESA_CASH_IN,"TZS 59,524.48/=",suspnded,DAR ES SALAAM,120,unknown,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101342,0714010549,tel:+255-714-006850,1699908876,VOICE_CALL,"TZS 92,005.99/=",ACTIVE,Morogoro,02:15,3G WCDMA,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-102131,tel:+255-714-002740,+255(0)714020961,23-11-2023 21:12:36,TIGO_PESA_CASH_IN,"TZS 149,045.96/=",actve,,30s,2G GSM,"iPhone 13,2 (iOS 16.5)",
REC-101591,tel:+255-714-003562,+255/714/005754,04-11-2023 16:05:43,SMS_PACK,"TZS 37,745.96/=",SUSPENDED,dar-es-salaam,0,LTE-A,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100238,255714015755,+255 714 016 303,11/14/2023 02:08 PM,TIGO_PESA_CASH_OUT,"46,592.00",actve,dar-es-salaam,45,unknown,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-100253,0000000000,0714-028-359,28-11-2023 14:19:10,DATA_RECHARGE,"TZS 50,009.68/=",CHURNED,Mwanza Rock City,45,LTE-A,Samsung Galaxy A14; Android 13,None
REC-100251,+255 714 010 549,0714-011-234,2023/11/04,SMS_PACK,  47934  ,null,Tanga,30s,4G,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-102406,+255 714 020 550,+255 714 021 372,2023/11/04,BUNDLE_PURCHASE,"60,414.78",Active,,30s,3G WCDMA,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-100902,255714007672,0714-033-839,11/30/2023 09:26 AM,BUNDLE_PURCHASE,"TZS 37,069.80/=",Pending_Kyc​,DODOMA (Capital),30s,unknown,Huawei P40 Lite,
REC-102388,0714-001-781,255714031510,11/28/2023 10:34 PM,BUNDLE_PURCHASE,"-48,944.57",PENDING_KYC,Dar es Salaam,02:15,unknown,Nokia 105 (Feature Phone),None
REC-101867,0714026715,+255 714 003 425,1701148725,VOICE_CALL,"137,353.55",Active,  Dar es Salaam  ,-15,3G WCDMA,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100309,+255 714 001 781,0714-023-427,1700302152,SMS_PACK,FREE,Terminated,Arusha (CBD),1800,4G LTE,Tecno Spark 10 Pro,None
REC-100578,+255/714/010275,255714019865,11/09/2023 11:50 AM,SMS_PACK,"127,220.61",PENDING_KYC,"Stone Town, Zanzibar",1800,5G NR,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101356,0714-014-385,0714019317,11/08/2023 09:03 PM,TIGO_PESA_CASH_OUT,$ 9.88 USD,null,Dar es Salaam,1800,4G LTE,Unknown,
REC-101931,  714008357  ,+255 714 019 317,2023-11-28T17:58:07+03:00,TIGO_PESA_CASH_IN,"TZS 92,392.60/=",churn,  Dar es Salaam  ,360,4G,"iPhone 13,2 (iOS 16.5)",
REC-100323,N/A,  714031099  ,1700665022,VOICE_CALL,$ 33.30 USD,actve,DAR ES SALAAM,-15,2G GSM,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101939,0714-002-055,0000000000,1701137850,DATA_RECHARGE,"TZS 80,676.65/=",PENDING_KYC,ARUSHA,120,2G GSM,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100869,tel:+255-714-001233,+255/714/006439,06-11-2023 13:06:14,BUNDLE_PURCHASE,"TZS 107,744.98/=",TERMINATED,Mwanza,-15,LTE-A,Unknown,None
REC-102380,255714028085,  714023564  ,2023-11-11 03:43:13,TIGO_PESA_CASH_OUT,,,Tanga,-15,5G NR,Nokia 105 (Feature Phone),None
REC-100014,+255 714 002 192,+255(0)714011782,04-11-2023 20:36:00,VOICE_CALL,"TZS 106,322.22/=",  active  ,DAR ES SALAAM,30s,4G LTE,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-101968,+255/714/013426,tel:+255-714-022057,2023-11-16 10:55:11,DATA_RECHARGE,  23100  ,actve,Mbeya,30s,2G GSM,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-100135,+255/714/017536,+255/714/031921,19-11-2023 06:33:10,DATA_RECHARGE,NaN,suspnded,Dodoma,1800,5G NR,Unknown,"VIP Subscriber, priority routing"
REC-102043,0714-026-578,  714011508  ,1699521822,VOICE_CALL,  21764  ,,Dar es Salaam,360,unknown,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102391,+255 714 027 126,0714030414,2023-12-04 08:32:29,BUNDLE_PURCHASE,$ 30.11 USD,ACTV,Mbeya,360,4G,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100630,0714020413,tel:+255-714-015207,12/02/2023 08:14 PM,BUNDLE_PURCHASE,"TZS 116,436.60/=",Terminated,Tanga,30s,5G NR,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101623,  714030551  ,255714011097,2023-11-16T00:29:53+03:00,TIGO_PESA_CASH_IN,FREE,ACTV,"Stone Town, Zanzibar",0,3G WCDMA,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-100773,+255/714/015755,0000000000,2023-11-07 06:42:01,SMS_PACK,  118693  ,null,Dar es Salaam,45,unknown,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100107,+255 714 029 044,+255/714/010001,2023-12-04T08:45:32+03:00,BUNDLE_PURCHASE,$ 30.52 USD,null,DAR ES SALAAM,N/A,unknown,Huawei P40 Lite,
REC-101254,+255 714 005 343,tel:+255-714-023564,"Nov 18, 2023 20:05",SMS_PACK,$ 10.42 USD,Terminated,Dodoma ,360,4G,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-102308,+255 714 001 233,+255(0)714002740,11/20/2023 03:21 PM,TIGO_PESA_CASH_IN,"TZS 61,347.05/=",Term,Arusha﻿,02:15,4G LTE,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-100628,255714021646,N/A,1701004535,BUNDLE_PURCHASE,"TZS 49,564.95/=",actve,Dar es Salaam,0,2G GSM,Unknown,None
REC-101153,+255 714 019 865,255714002055,"Nov 17, 2023 23:09",TIGO_PESA_CASH_IN,"TZS 64,755.50/=",,Mwanza,1800,5G NR,Unknown,Flagged for KYC update; verified by agent
REC-100176,255714022742,255714012467,2023-11-27T03:09:22+03:00,VOICE_CALL,"120,521.0800",Term,Arusha (CBD),30s,5G NR,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-102311,N/A,+255/714/033291,"Nov 19, 2023 17:07",BUNDLE_PURCHASE,$ 54.47 USD,Suspended,DAR ES SALAAM,N/A,2G GSM,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101461,+255/714/016166,tel:+255-714-016166,2023-11-26 02:35:19,VOICE_CALL,"14,079.70",SUSPENDED,Arusha﻿,1800,4G LTE,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101912,0714003562,0714-011-782,24-11-2023 19:37:57,DATA_RECHARGE,$ 44.75 USD,suspnded,Mwanza Rock City,360,4G,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-100430,  714016166  ,N/A,2023-11-29 19:18:59,TIGO_PESA_CASH_IN,  84959  ,null,Mbeya,-15,4G,Huawei P40 Lite,
REC-101785,N/A,0000000000,2023-11-22 11:19:42,TIGO_PESA_CASH_OUT,FREE,  active  ,"Stone Town, Zanzibar",30s,4G,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100902,255714007672,0714-033-839,11/30/2023 09:26 AM,BUNDLE_PURCHASE,"TZS 37,069.80/=",Pending_Kyc​,DODOMA (Capital),30s,unknown,Huawei P40 Lite,
REC-102455,0714-028-633,0714024386,2023-11-25 10:25:04,SMS_PACK,"TZS 60,104.51/=",Terminated,dar-es-salaam,N/A,4G LTE,Samsung Galaxy A14; Android 13,None
REC-101566,tel:+255-714-021509,+255(0)714005891,"Nov 07, 2023 09:42",TIGO_PESA_CASH_OUT,  60017  ,SUSPENDED,Zanzibar,02:15,4G,Unknown,Flagged for KYC update; verified by agent
REC-101100,255714009453,0000000000,"Nov 30, 2023 13:04",DATA_RECHARGE,  123708  ,actve,mwanza,-15,LTE-A,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-100878,+255/714/031510,+255 714 006 302,2023-11-17 07:04:39,BUNDLE_PURCHASE,$ 42.74 USD,actve,Arusha,-15,unknown,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-100377,  714008631  ,0714013426,1699240552,DATA_RECHARGE,"69,394.7800",Suspended,"Stone Town, Zanzibar",02:15,LTE-A,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-101788,0714-017-125,0714-017-262,21-11-2023 11:32:58,VOICE_CALL,"TZS 34,250.48/=",,,45,4G LTE,"iPhone 13,2 (iOS 16.5)",
REC-100171,+255(0)714019454,  714033154  ,2023-11-25 05:56:49,BUNDLE_PURCHASE,,churn,ZNZ,30s,LTE-A,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102054,+255 714 021 235,tel:+255-714-021372,11/05/2023 04:30 PM,SMS_PACK,"43,143.02",  active  ,ZNZ,120,LTE-A,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-101045,+255 714 034 113,tel:+255-714-012056,11/09/2023 03:58 PM,BUNDLE_PURCHASE,"26,950.78",SUSPENDED,ZNZ,45,unknown,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100961,N/A,0714029729,1700103761,DATA_RECHARGE,  71089  ,Suspended,Mwanza Rock City,45,5G NR,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101367,  714021372  ,+255 714 015 618,1700207773,DATA_RECHARGE,FREE,ACTV,Dar es Salaam,120,3G WCDMA,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100967,0714011508,0714-027-537,11/06/2023 05:52 AM,DATA_RECHARGE,"22,629.58",suspnded,Dodoma,30s,LTE-A,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-101693,0714-000-822,+255/714/016029,22-11-2023 01:34:45,TIGO_PESA_CASH_OUT,"120,923.5900",suspnded,"Stone Town, Zanzibar",-15,4G,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101893,0714-031-921,+255 714 018 769,16-11-2023 05:14:27,DATA_RECHARGE,NaN,TERMINATED,DODOMA (Capital),0,5G NR,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101582,0714-018-906,+255(0)714019317,09-11-2023 15:42:18,BUNDLE_PURCHASE,,suspnded,Dar es Salaam,45,3G WCDMA,Unknown,"USSD session timeout, retry OK"
REC-100916,+255(0)714010823,+255(0)714029318,11/04/2023 12:35 PM,DATA_RECHARGE,FREE,ACTV,Dodoma ,1800,3G WCDMA,Transsion Infinix Hot 30,
REC-100862,+255/714/013426,+255 714 010 412,12/04/2023 02:37 AM,TIGO_PESA_CASH_OUT,FREE,churn,Zanzibar,-15,4G,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102191,+255 714 022 194,  714025071  ,03-12-2023 03:28:02,TIGO_PESA_CASH_OUT,"108,194.4600",Terminated,  Dar es Salaam  ,1800,5G NR,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-101412,+255 714 001 233,  714028359  ,23-11-2023 00:30:49,SMS_PACK,"38,268.67",Suspended,Mbeya,120,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100872,0714-033-017,+255 714 034 113,11/18/2023 03:06 PM,DATA_RECHARGE,"TZS 136,824.96/=",Suspended,Mwanza Rock City,1800,LTE-A,Unknown,
REC-101580,0000000000,+255 714 004 795,12/01/2023 08:22 AM,BUNDLE_PURCHASE,"TZS 135,308.90/=",null,ARUSHA,360,2G GSM,Unknown,"USSD session timeout, retry OK"
REC-100478,+255 714 030 825,+255 714 016 988,2023/11/04,TIGO_PESA_CASH_IN,"62,725.2300",ACTV,Arusha (CBD),45,LTE-A,Tecno Spark 10 Pro,Standard call; cell handover success
REC-100450,+255 714 004 384,tel:+255-714-004658,2023-11-28 03:16:13,SMS_PACK,,  active  ,Arusha,02:15,unknown,Transsion Infinix Hot 30,None
REC-101660,+255 714 000 822,+255(0)714001781,26-11-2023 18:09:30,VOICE_CALL,"4,928.9000",SUSPENDED,Arusha (CBD),45,2G GSM,Nokia 105 (Feature Phone),
REC-101994,+255(0)714024660,0714-005-206,2023/11/04,BUNDLE_PURCHASE,"98,591.9700",Terminated,ARUSHA,02:15,3G WCDMA,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-101223,0714008768,0714-000-000,1699349948,SMS_PACK,"69,082.77",PENDING_KYC,  Dar es Salaam  ,360,4G,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-100706,+255(0)714000685,+255(0)714013700,1701149182,VOICE_CALL,$ 31.23 USD,actve,Arusha (CBD),0,4G,Unknown,Standard call; cell handover success
REC-101277,+255(0)714027400,tel:+255-714-012741,11-11-2023 15:24:36,TIGO_PESA_CASH_IN,"85,018.31",UNKNOWN,mwanza,120,4G,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-101608,  714002877  ,tel:+255-714-006302,2023-11-28 22:00:01,TIGO_PESA_CASH_IN,FREE,actve,dar-es-salaam,120,2G GSM,Transsion Infinix Hot 30,None
REC-101761,0714-021-235,0000000000,2023-11-29 09:28:44,SMS_PACK,  116478  ,suspnded,DAR ES SALAAM,45,unknown,Unknown,
REC-101120,  714024112  ,0000000000,2023-12-01 20:24:42,TIGO_PESA_CASH_OUT,  84062  ,suspnded,DAR ES SALAAM,360,5G NR,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-101518,0714-010-960,0714-024-386,23-11-2023 06:05:08,TIGO_PESA_CASH_IN,  84974  ,pending,Zanzibar,0,4G LTE,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100987,+255 714 006 987,0714-019-591,17-11-2023 03:58:55,BUNDLE_PURCHASE,"79,888.61",ACTIVE,Arusha,0,unknown,Unknown,
REC-100276,0714-030-140,tel:+255-714-009590,2023-11-19T00:20:20+03:00,DATA_RECHARGE,"22,914.4300",churn,,30s,LTE-A,"iPhone 13,2 (iOS 16.5)",
REC-100234,+255(0)714000822,tel:+255-714-008083,"Nov 04, 2023 23:24",TIGO_PESA_CASH_IN,  719  ,Terminated,  Dar es Salaam  ,120,2G GSM,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100338,255714018084,0000000000,"Nov 18, 2023 06:28",VOICE_CALL,  32881  ,Pending_Kyc​,"Stone Town, Zanzibar",45,4G,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102382,+255(0)714005206,255714002055,11/05/2023 03:26 PM,TIGO_PESA_CASH_OUT,"-16,075.42",pending,Dar es Salaam,0,5G NR,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100960,N/A,255714014248,2023-12-02 03:30:43,SMS_PACK,"TZS 71,051.07/=",CHURNED,Dar es Salaam,02:15,2G GSM,Huawei P40 Lite,None
REC-102336,tel:+255-714-005206,0714-000-548,11/15/2023 10:27 PM,TIGO_PESA_CASH_OUT,"25,660.68",churn,DODOMA (Capital),-15,4G,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-100146,255714010412,+255/714/020687,01-12-2023 20:04:35,TIGO_PESA_CASH_IN,"TZS 71,496.44/=",Term,,0,3G WCDMA,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100166,N/A,255714032058,"Nov 30, 2023 16:33",DATA_RECHARGE,"98,203.35",SUSPENDED,Mbeya,02:15,2G GSM,"iPhone 13,2 (iOS 16.5)",
REC-101191,0714-011-097,0714020276,12/01/2023 07:29 AM,SMS_PACK,NaN,Suspended,"Stone Town, Zanzibar",-15,5G NR,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101872,0714-028-770,255714009727,UNKNOWN_TIME,DATA_RECHARGE,"TZS 16,148.26/=",  active  ,mwanza,N/A,4G LTE,Nokia 105 (Feature Phone),
REC-101557,255714027400,0714-002-603,"Nov 09, 2023 23:28",SMS_PACK,"TZS 56,187.18/=",PENDING_KYC,Mbeya,02:15,2G GSM,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100197,  714019043  ,255714001233,2023-11-30T13:45:46+03:00,BUNDLE_PURCHASE,"TZS 95,907.96/=",suspnded,,30s,4G,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100083,+255(0)714016440,N/A,12/04/2023 03:01 AM,DATA_RECHARGE,  97324  ,pending,mwanza,02:15,4G LTE,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-101333,+255/714/004932,255714008220,11/16/2023 09:06 AM,BUNDLE_PURCHASE,$ 51.37 USD,Term,Mbeya,360,5G NR,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-100211,0714-027-126,  714028359  ,21-11-2023 12:44:12,SMS_PACK,"91,734.14",ACTV,Arusha (CBD),120,unknown,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-102274,255714004110,+255/714/026030,03-12-2023 21:26:56,SMS_PACK,NaN,PENDING_KYC,Arusha﻿,30s,4G,Samsung Galaxy A14; Android 13,None
REC-100938,0714002466,  714012056  ,15-11-2023 06:30:52,BUNDLE_PURCHASE,"TZS 27,134.92/=",CHURNED,Mwanza Rock City,1800,unknown,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100203,tel:+255-714-013563,0714-000-137,1699362411,BUNDLE_PURCHASE,FREE,SUSPENDED,Dodoma,30s,4G,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
