session_id,timestamp,msisdn,imsi,cell_id,technology,apn_name,uplink_mb,downlink_mb,total_traffic_mb,duration_min,avg_throughput_mbps,rtt_latency_ms,packet_loss_pct,billable_amount_tzs
CDR-D-2000159,2026-09-07 09:10:38,+25571401601,640027873709012,TZ-DAR-007,4G,tigo.pesa.app,92.7,565.61,658.31,18,62.38,27.8,0.18,0.0
CDR-D-2000160,2026-09-04 04:22:17,+25567156962,640027241175457,TZ-MWA-001,5G,tigo.pesa.app,333.12,1822.85,2155.96,5,55.47,17.1,0.08,0.0
CDR-D-2000161,2026-09-05 00:55:06,+25567293458,640024037119053,TZ-TAN-003,3G,tigo.internet,19.9,52.34,72.24,77,2.06,138.4,0.53,158.94
CDR-D-2000162,2026-09-04 10:19:21,+25571908977,640028544878538,TZ-PEM-001,3G,tigo.internet,11.02,49.77,60.79,87,3.53,88.5,1.96,133.74
CDR-D-2000163,2026-09-03 19:03:40,+25571907812,640029639044885,TZ-ARU-001,5G,tigo.internet,421.32,2671.76,3093.08,74,152.29,16.4,0.07,6804.77
CDR-D-2000164,2026-09-04 15:56:58,+25565786393,640028178927766,TZ-PEM-001,3G,tigo.internet,10.83,30.52,41.35,38,1.73,125.0,1.54,90.98
CDR-D-2000165,2026-09-02 01:18:38,+25567779259,640021872395778,TZ-SON-001,3G,tigo.mms,4.46,20.55,25.01,45,1.86,113.6,2.57,55.02
CDR-D-2000166,2026-09-01 15:43:13,+25577865859,640021835882089,TZ-ARU-002,4G,tigo.internet,88.86,297.11,385.97,82,18.7,51.2,0.25,849.14
CDR-D-2000167,2026-09-07 10:57:20,+25577560285,640021242425303,TZ-ARU-001,5G,tigo.internet,355.9,2454.96,2810.85,9,232.59,19.6,0.04,6183.88
CDR-D-2000168,2026-09-01 17:00:56,+25571758169,640026503644761,TZ-ARU-002,4G,tigo.internet,146.52,520.19,666.71,21,23.84,45.5,0.38,1466.77
CDR-D-2000169,2026-09-01 06:35:13,+25565951138,640026953859063,TZ-MWA-002,4G,tigo.internet,18.55,85.36,103.91,86,56.54,43.1,0.42,228.6
CDR-D-2000170,2026-09-06 16:51:43,+25577332060,640023685585090,TZ-KIL-002,3G,tigo.pesa.app,15.43,41.91,57.34,64,4.31,99.8,1.21,0.0
CDR-D-2000171,2026-09-02 20:00:24,+25571189814,640028438486479,TZ-DOM-002,5G,tigo.internet,20.54,161.17,181.71,12,261.92,21.4,0.06,399.77
CDR-D-2000172,2026-09-07 11:00:36,+25567693343,640025182609867,TZ-TAN-001,4G,tigo.internet,54.05,211.29,265.34,87,37.41,44.4,0.31,583.75
CDR-D-2000173,2026-09-02 09:35:17,+25571343545,640026572069519,TZ-MWA-002,4G,tigo.internet,18.75,69.21,87.97,66,25.88,30.2,0.34,193.52
CDR-D-2000174,2026-09-07 11:30:04,+25565939030,640026651020291,TZ-DAR-006,4G,tigo.internet,27.51,182.14,209.65,61,50.77,52.8,0.07,461.23
CDR-D-2000175,2026-09-07 19:03:04,+25565610102,640025073704803,TZ-ZNZ-004,4G,tigo.internet,15.48,58.77,74.25,72,36.03,41.3,0.12,163.36
CDR-D-2000176,2026-09-03 10:13:52,+25565144832,640024198865421,TZ-DAR-008,4G,tigo.internet,92.42,397.7,490.12,12,64.83,33.5,0.38,1078.26
CDR-D-2000177,2026-09-06 16:02:19,+25567146228,640025310195918,TZ-DOM-002,5G,tigo.internet,513.46,2532.53,3045.99,38,167.95,20.0,0.11,6701.17
CDR-D-2000178,2026-09-01 19:25:40,+25571970645,640025588007201,TZ-MBY-001,4G,tigo.internet,114.52,476.41,590.93,42,60.8,29.1,0.2,1300.05
CDR-D-2000179,2026-09-01 01:38:38,+25565821347,640024520856549,TZ-DAR-009,4G,tigo.corporate,50.48,246.23,296.71,89,24.56,41.4,0.31,652.76
CDR-D-2000180,2026-09-05 06:28:56,+25577780714,640022362721798,TZ-TAN-002,3G,tigo.internet,14.76,63.91,78.67,75,5.48,134.0,2.17,173.07
CDR-D-2000181,2026-09-03 14:49:51,+25567621282,640024320435651,TZ-PEM-001,3G,tigo.internet,14.79,61.07,75.86,22,5.85,125.1,2.13,166.88
CDR-D-2000182,2026-09-07 21:37:19,+25567549112,640021724301196,TZ-KIL-001,4G,tigo.pesa.app,94.06,379.73,473.79,32,35.78,47.5,0.3,0.0
CDR-D-2000183,2026-09-04 20:05:16,+25565785280,640028989870040,TZ-KAH-001,4G,tigo.pesa.app,122.73,426.35,549.09,38,27.29,35.0,0.13,0.0
CDR-D-2000184,2026-09-06 14:01:41,+25571500464,640024115565294,TZ-PWA-002,4G,tigo.internet,81.06,519.91,600.97,16,23.77,30.6,0.37,1322.14
CDR-D-2000185,2026-09-03 12:29:01,+25577174905,640029934205769,TZ-DAR-003,5G,tigo.internet,610.74,2627.96,3238.7,65,106.17,21.7,0.08,7125.15
CDR-D-2000186,2026-09-01 05:36:05,+25577626449,640022567069461,TZ-DAR-001,5G,tigo.mms,376.08,1916.87,2292.95,77,244.3,20.1,0.04,5044.49
CDR-D-2000187,2026-09-06 19:03:26,+25571289226,640029131540912,TZ-ARU-002,4G,tigo.corporate,92.49,427.28,519.77,83,38.22,52.6,0.43,1143.49
CDR-D-2000188,2026-09-01 18:35:28,+25577688760,640029848243913,TZ-MAR-001,3G,tigo.internet,1.78,8.53,10.32,10,2.89,89.0,2.59,22.7
CDR-D-2000189,2026-09-06 00:23:57,+25567117975,640021769945233,TZ-ARU-003,4G,tigo.corporate,102.65,584.33,686.98,79,48.56,42.0,0.32,1511.35
CDR-D-2000190,2026-09-01 08:05:23,+25571797802,640028410598437,TZ-TAB-001,3G,tigo.internet,3.85,14.22,18.07,86,1.88,99.3,2.65,39.76
CDR-D-2000191,2026-09-01 21:22:55,+25565674721,640024534096467,TZ-PWA-001,4G,tigo.pesa.app,101.05,500.09,601.15,4,33.9,34.3,0.23,0.0
CDR-D-2000192,2026-09-01 09:50:27,+25571525167,640029649635759,TZ-PWA-001,4G,tigo.internet,32.03,109.5,141.53,43,18.93,29.2,0.42,311.37
CDR-D-2000193,2026-09-02 21:36:36,+25567320395,640026989463974,TZ-DAR-007,4G,tigo.corporate,121.37,735.21,856.58,42,21.1,35.8,0.23,1884.48
CDR-D-2000194,2026-09-01 04:54:10,+25577543824,640024843660761,TZ-TAN-001,4G,tigo.pesa.app,134.48,871.57,1006.04,62,21.82,49.5,0.4,0.0
CDR-D-2000195,2026-09-07 10:40:32,+25567271456,640025683197659,TZ-DAR-015,3G,tigo.internet,17.67,45.74,63.41,31,7.01,69.2,0.76,139.5
CDR-D-2000196,2026-09-01 07:56:15,+25567538897,640027032706313,TZ-NJO-001,3G,tigo.internet,22.35,80.7,103.05,58,6.72,93.6,2.42,226.72
CDR-D-2000197,2026-09-04 06:19:08,+25565862398,640029473523940,TZ-ZNZ-003,4G,tigo.internet,149.0,508.03,657.03,59,61.65,47.3,0.38,1445.47
CDR-D-2000198,2026-09-03 08:45:17,+25577116929,640025326129844,TZ-MWA-002,4G,tigo.internet,123.12,469.49,592.61,89,15.51,53.4,0.22,1303.74
CDR-D-2000199,2026-09-01 05:46:25,+25567685126,640029119337640,TZ-DAR-005,4G,tigo.internet,70.1,370.76,440.86,27,49.83,31.6,0.24,969.9
CDR-D-2000200,2026-09-04 13:13:47,+25571183854,640028170092009,TZ-DOM-002,5G,tigo.internet,256.48,1481.42,1737.91,18,133.02,13.1,0.03,3823.39
CDR-D-2000201,2026-09-05 04:14:19,+25565267457,640028788828039,TZ-TAN-003,3G,tigo.corporate,16.82,51.47,68.29,13,5.69,77.3,2.09,150.24
CDR-D-2000202,2026-09-05 05:33:42,+25571163098,640027365941525,TZ-KAH-001,4G,tigo.internet,161.14,757.62,918.77,68,43.99,49.2,0.31,2021.29
CDR-D-2000203,2026-09-05 22:55:07,+25565238579,640026001680218,TZ-DAR-005,4G,tigo.corporate,128.11,555.0,683.11,66,12.65,43.2,0.25,1502.85
CDR-D-2000204,2026-09-01 19:29:05,+25571901909,640024248149900,TZ-MBY-002,4G,tigo.pesa.app,78.09,293.55,371.64,84,48.61,50.9,0.28,0.0
CDR-D-2000205,2026-09-05 03:30:14,+25571528379,640028354809424,TZ-ZNZ-004,4G,tigo.internet,114.65,449.39,564.04,75,25.9,37.5,0.33,1240.89
CDR-D-2000206,2026-09-04 23:36:35,+25571353495,640026887978829,TZ-DAR-013,5G,tigo.internet,469.04,2020.47,2489.51,87,223.36,13.4,0.08,5476.93
CDR-D-2000207,2026-09-02 09:43:36,+25571377120,640022063329832,TZ-MBY-002,4G,tigo.internet,123.33,681.67,805.0,51,53.76,31.7,0.15,1771.01
CDR-D-2000208,2026-09-01 02:36:41,+25571956410,640026386498527,TZ-PWA-001,4G,tigo.internet,79.74,303.52,383.26,25,51.56,38.9,0.31,843.17
CDR-D-2000209,2026-09-04 16:53:32,+25565789504,640021542747974,TZ-ZNZ-001,5G,tigo.corporate,120.82,693.43,814.25,57,204.19,16.4,0.13,1791.34
CDR-D-2000210,2026-09-01 10:08:45,+25571501078,640026837342064,TZ-ARU-001,5G,tigo.pesa.app,111.79,683.32,795.12,8,197.89,19.8,0.12,0.0
CDR-D-2000211,2026-09-05 08:11:08,+25577354655,640022095197958,TZ-ZNZ-002,4G,tigo.mms,87.42,337.51,424.93,2,25.42,54.7,0.44,934.85
CDR-D-2000212,2026-09-03 00:43:03,+25567287664,640027233249942,TZ-TAN-001,4G,tigo.internet,263.24,887.32,1150.55,78,41.27,51.1,0.42,2531.22
CDR-D-2000213,2026-09-03 08:58:01,+25565265603,640024935462811,TZ-DAR-005,4G,tigo.internet,244.67,867.06,1111.73,63,44.91,48.5,0.18,2445.8
CDR-D-2000214,2026-09-05 12:02:51,+25571114463,640022126077199,TZ-MWA-001,5G,tigo.internet,421.73,1915.34,2337.07,67,161.4,24.9,0.06,5141.54
CDR-D-2000215,2026-09-07 17:35:55,+25577765607,640027851463947,TZ-MWA-003,4G,tigo.corporate,175.81,859.32,1035.13,31,34.02,45.4,0.2,2277.3
CDR-D-2000216,2026-09-03 20:32:34,+25567541314,640028463731970,TZ-MWA-003,4G,tigo.internet,135.04,715.5,850.54,49,24.84,45.4,0.39,1871.19
CDR-D-2000217,2026-09-07 00:52:18,+25565995113,640026933257157,TZ-SON-001,3G,tigo.internet,3.97,17.31,21.28,42,1.57,88.9,0.65,46.82
CDR-D-2000218,2026-09-06 22:53:06,+25571210592,640024074187947,TZ-SHI-001,3G,tigo.internet,22.88,78.81,101.69,64,4.46,131.3,0.83,223.72
CDR-D-2000219,2026-09-07 12:54:16,+25577355570,640025916199809,TZ-PEM-001,3G,tigo.pesa.app,28.96,73.15,102.11,54,3.37,106.0,0.58,0.0
CDR-D-2000220,2026-09-05 16:21:44,+25577936865,640023269449477,TZ-MTW-001,4G,tigo.corporate,176.8,619.97,796.77,23,12.82,51.3,0.13,1752.9
CDR-D-2000221,2026-09-07 23:18:05,+25565397917,640023515465308,TZ-BUK-001,3G,tigo.internet,8.2,22.17,30.37,46,3.42,98.2,1.31,66.81
CDR-D-2000222,2026-09-03 23:08:45,+25565179688,640022043030161,TZ-DAR-003,5G,tigo.internet,430.51,2878.86,3309.37,71,185.51,20.2,0.12,7280.62
CDR-D-2000223,2026-09-04 00:37:44,+25567369836,640025612782269,TZ-PWA-002,4G,tigo.internet,90.86,315.64,406.5,58,39.03,51.4,0.44,894.3
CDR-D-2000224,2026-09-07 22:31:55,+25567513064,640027372634805,TZ-TAR-001,3G,tigo.internet,18.15,48.81,66.96,42,5.34,124.6,0.75,147.32
CDR-D-2000225,2026-09-06 02:40:31,+25565272529,640027529817193,TZ-MWA-003,4G,tigo.internet,44.2,184.22,228.42,12,62.47,27.1,0.29,502.53
CDR-D-2000226,2026-09-03 10:23:52,+25577903868,640028765601772,TZ-NJO-001,3G,tigo.internet,15.57,60.7,76.27,19,2.09,77.4,2.14,167.8
CDR-D-2000227,2026-09-06 00:44:40,+25577199937,640024830354490,TZ-DAR-007,4G,tigo.pesa.app,124.83,644.38,769.21,59,47.26,28.8,0.2,0.0
CDR-D-2000228,2026-09-07 06:52:18,+25565288655,640029059101113,TZ-SHI-001,3G,tigo.internet,20.79,67.93,88.72,44,2.13,84.0,0.66,195.19
CDR-D-2000229,2026-09-01 01:38:31,+25571639704,640029886818084,TZ-MWA-002,4G,tigo.internet,12.33,59.15,71.47,3,59.84,32.3,0.31,157.24
CDR-D-2000230,2026-09-05 15:54:00,+25571862400,640022823212172,TZ-TND-001,3G,tigo.pesa.app,24.89,70.98,95.87,64,1.73,130.7,2.7,0.0
CDR-D-2000231,2026-09-05 17:23:52,+25577813145,640027517011632,TZ-MWA-002,4G,tigo.internet,193.81,765.27,959.07,4,33.81,41.3,0.3,2109.96
CDR-D-2000232,2026-09-03 02:34:22,+25565690462,640025073211715,TZ-TAB-001,3G,tigo.corporate,12.47,44.96,57.43,39,2.87,83.6,2.6,126.34
CDR-D-2000233,2026-09-07 07:31:54,+25565478756,640028151456771,TZ-DAR-001,5G,tigo.pesa.app,630.64,2709.34,3339.98,81,234.66,22.7,0.02,0.0
CDR-D-2000234,2026-09-03 04:32:42,+25567580462,640028021444011,TZ-KIL-003,3G,tigo.internet,23.04,64.06,87.1,24,4.1,114.1,1.56,191.61
CDR-D-2000235,2026-09-06 04:03:47,+25571400748,640023082029167,TZ-TAN-001,4G,tigo.internet,122.46,505.79,628.26,24,15.33,45.7,0.32,1382.17
CDR-D-2000236,2026-09-07 05:31:27,+25567797118,640025952255182,TZ-BUK-001,3G,tigo.pesa.app,4.67,18.22,22.89,24,3.83,66.7,2.44,0.0
CDR-D-2000237,2026-09-01 21:37:15,+25577405407,640021140187131,TZ-PWA-002,4G,tigo.internet,115.53,452.57,568.1,88,42.57,36.2,0.36,1249.83
CDR-D-2000238,2026-09-07 10:14:51,+25567795634,640027384440186,TZ-TAR-001,3G,tigo.internet,16.29,44.6,60.89,37,3.01,105.1,2.17,133.95
CDR-D-2000239,2026-09-05 17:12:01,+25571588002,640022317723211,TZ-SON-001,3G,tigo.internet,5.57,27.76,33.33,30,2.05,81.6,1.26,73.33
CDR-D-2000240,2026-09-06 05:44:37,+25565641455,640027038046278,TZ-MWA-003,4G,tigo.internet,26.42,165.42,191.84,30,52.99,53.2,0.08,422.04
CDR-D-2000241,2026-09-07 21:15:41,+25577985049,640029891010459,TZ-DOM-003,4G,tigo.internet,98.48,550.85,649.33,29,57.19,31.0,0.24,1428.53
CDR-D-2000242,2026-09-07 22:17:53,+25571920664,640021547762075,TZ-DAR-004,5G,tigo.internet,128.45,810.37,938.82,69,114.51,15.2,0.12,2065.41
CDR-D-2000243,2026-09-06 19:37:40,+25565730645,640022644360541,TZ-GEI-001,4G,tigo.internet,54.16,251.12,305.28,2,50.4,26.8,0.23,671.62
CDR-D-2000244,2026-09-02 03:03:10,+25565816514,640024297076131,TZ-DOM-003,4G,tigo.corporate,158.17,586.06,744.22,69,12.39,36.4,0.2,1637.29
CDR-D-2000245,2026-09-07 10:44:01,+25577899897,640027603958937,TZ-ARU-002,4G,tigo.internet,47.61,250.33,297.94,43,22.78,34.0,0.24,655.46
CDR-D-2000246,2026-09-05 16:41:02,+25565536135,640022732663107,TZ-ZNZ-004,4G,tigo.internet,201.44,816.64,1018.08,78,29.85,36.7,0.17,2239.78
CDR-D-2000247,2026-09-04 23:32:24,+25571150243,640025060219510,TZ-TAB-001,3G,tigo.internet,7.6,19.79,27.39,70,7.31,101.3,0.98,60.26
CDR-D-2000248,2026-09-02 18:12:00,+25565907848,640027093416015,TZ-DAR-015,3G,tigo.internet,7.5,29.37,36.87,88,2.91,124.2,1.92,81.11
CDR-D-2000249,2026-09-06 03:40:18,+25571113595,640028489005480,TZ-IRI-001,4G,tigo.internet,86.27,458.58,544.85,34,15.16,48.6,0.2,1198.66
CDR-D-2000250,2026-09-01 12:06:33,+25565321634,640024707754422,TZ-DAR-006,4G,tigo.internet,115.85,432.73,548.58,69,35.28,26.6,0.27,1206.87
CDR-D-2000251,2026-09-05 13:50:02,+25565799946,640029558483771,TZ-DAR-015,3G,tigo.corporate,3.92,17.39,21.31,22,6.93,113.9,1.96,46.89
CDR-D-2000252,2026-09-03 20:59:03,+25565543623,640029372856246,TZ-ZNZ-001,5G,tigo.internet,331.63,1367.63,1699.26,35,171.14,20.3,0.11,3738.37
CDR-D-2000253,2026-09-04 11:55:02,+25577489616,640024789808025,TZ-MBY-002,4G,tigo.internet,98.83,381.92,480.75,5,64.53,26.0,0.27,1057.65
CDR-D-2000254,2026-09-05 06:22:30,+25565275715,640029283130753,TZ-DAR-011,4G,tigo.corporate,149.87,554.92,704.79,60,27.31,37.0,0.28,1550.54
CDR-D-2000255,2026-09-06 00:59:00,+25565855797,640026070264390,TZ-KIL-001,4G,tigo.internet,217.36,920.61,1137.97,43,17.24,51.2,0.28,2503.53
CDR-D-2000256,2026-09-04 04:26:42,+25577800005,640028995059760,TZ-BUK-001,3G,tigo.internet,6.4,22.22,28.61,26,3.74,125.6,0.93,62.95
CDR-D-2000257,2026-09-04 14:32:31,+25565629435,640023449142215,TZ-TAN-002,3G,tigo.internet,17.0,55.55,72.55,12,6.11,75.5,2.67,159.61
CDR-D-2000258,2026-09-06 08:36:46,+25565528459,640029841554539,TZ-PWA-002,4G,tigo.internet,150.69,848.86,999.55,73,45.64,48.8,0.26,2199.01
CDR-D-2000259,2026-09-02 06:27:54,+25567992919,640028157007197,TZ-MBY-002,4G,tigo.internet,93.63,325.51,419.14,84,24.46,50.9,0.18,922.11
CDR-D-2000260,2026-09-02 12:33:22,+25571529350,640026468905805,TZ-DAR-012,5G,tigo.pesa.app,554.24,2826.21,3380.45,25,251.3,19.2,0.05,0.0
CDR-D-2000261,2026-09-02 01:13:56,+25571587506,640024462726923,TZ-DAR-011,4G,tigo.pesa.app,57.47,315.82,373.29,63,26.86,29.4,0.13,0.0
CDR-D-2000262,2026-09-06 19:58:58,+25577560285,640021242425303,TZ-ARU-001,5G,tigo.pesa.app,113.72,798.29,912.01,7,183.42,23.2,0.06,0.0
CDR-D-2000263,2026-09-01 10:27:21,+25571701804,640029257061242,TZ-MWA-003,4G,tigo.mms,144.67,775.86,920.53,82,32.83,51.7,0.31,2025.17
CDR-D-2000264,2026-09-05 19:59:33,+25567956949,640021054183126,TZ-ZNZ-003,4G,tigo.internet,90.43,491.14,581.57,51,32.64,34.4,0.4,1279.45
CDR-D-2000265,2026-09-01 16:16:31,+25577308050,640023624656441,TZ-KIL-003,3G,tigo.pesa.app,3.57,12.1,15.66,5,3.7,98.9,2.1,0.0
CDR-D-2000266,2026-09-07 14:46:15,+25571860053,640025201221330,TZ-DAR-010,4G,tigo.pesa.app,48.88,249.36,298.24,16,29.6,37.0,0.32,0.0
CDR-D-2000267,2026-09-07 09:14:09,+25571891775,640021500275778,TZ-DAR-002,4G,tigo.internet,130.66,551.35,682.01,81,55.04,39.4,0.34,1500.41
CDR-D-2000268,2026-09-04 03:43:52,+25577373553,640026156156606,TZ-TND-001,3G,tigo.pesa.app,3.33,9.27,12.6,49,1.93,133.0,2.13,0.0
CDR-D-2000269,2026-09-06 03:55:37,+25571728692,640025393036949,TZ-DAR-002,4G,tigo.internet,190.98,870.43,1061.41,49,18.02,25.4,0.32,2335.11
CDR-D-2000270,2026-09-01 11:03:49,+25565782039,640022419183659,TZ-KIG-001,3G,tigo.internet,15.0,42.0,57.0,15,1.31,68.1,2.45,125.4
CDR-D-2000271,2026-09-05 22:52:58,+25577543588,640026092773357,TZ-MWA-003,4G,tigo.internet,176.01,617.56,793.57,90,28.56,32.5,0.09,1745.85
CDR-D-2000272,2026-09-07 00:35:09,+25577757724,640028738351331,TZ-ARU-003,4G,tigo.pesa.app,139.93,508.39,648.32,2,13.52,37.9,0.12,0.0
CDR-D-2000273,2026-09-04 23:26:39,+25567946331,640025845296568,TZ-ARU-001,5G,tigo.internet,367.45,2427.57,2795.01,5,204.33,24.3,0.01,6149.03
CDR-D-2000274,2026-09-07 00:11:33,+25567815234,640029355465756,TZ-DAR-014,3G,tigo.internet,5.45,24.11,29.56,89,3.07,100.1,0.72,65.04
CDR-D-2000275,2026-09-07 23:11:17,+25571400748,640023082029167,TZ-TAN-001,4G,tigo.internet,48.07,246.13,294.2,52,35.13,54.2,0.11,647.24
CDR-D-2000276,2026-09-01 12:03:51,+25567200488,640021617262027,TZ-DAR-011,4G,tigo.internet,60.93,380.96,441.89,46,13.21,52.4,0.09,972.15
CDR-D-2000277,2026-09-04 18:28:51,+25577839485,640026932342612,TZ-DAR-007,4G,tigo.internet,56.61,300.69,357.29,80,27.9,29.8,0.13,786.04
CDR-D-2000278,2026-09-02 21:12:50,+25567291551,640026254560263,TZ-DAR-011,4G,tigo.internet,83.8,520.33,604.14,90,40.59,27.9,0.42,1329.1
CDR-D-2000279,2026-09-02 17:39:51,+25577446198,640027892457034,TZ-MTW-001,4G,tigo.internet,211.2,904.77,1115.97,57,50.55,49.6,0.1,2455.14
CDR-D-2000280,2026-09-06 16:51:35,+25567322022,640023201397080,TZ-TND-001,3G,tigo.internet,15.99,53.94,69.94,84,2.48,68.9,1.02,153.86
CDR-D-2000281,2026-09-07 16:16:47,+25571703172,640022143226860,TZ-KIL-003,3G,tigo.internet,23.23,68.04,91.27,67,1.92,94.7,0.81,200.79
CDR-D-2000282,2026-09-02 14:24:58,+25571529350,640026468905805,TZ-DAR-012,5G,tigo.internet,102.3,422.68,524.98,74,178.89,27.5,0.02,1154.96
CDR-D-2000283,2026-09-04 16:07:43,+25577350164,640023666637135,TZ-MWA-002,4G,tigo.pesa.app,92.41,391.78,484.19,15,50.63,46.9,0.2,0.0
CDR-D-2000284,2026-09-01 09:37:24,+25571854717,640029160639027,TZ-DAR-013,5G,tigo.internet,500.69,2163.8,2664.48,55,119.3,17.2,0.14,5861.86
CDR-D-2000285,2026-09-06 16:48:11,+25565571413,640027838460497,TZ-DAR-005,4G,tigo.corporate,112.29,467.29,579.57,20,30.87,49.3,0.1,1275.06
CDR-D-2000286,2026-09-05 07:56:01,+25567882193,640026129924345,TZ-ZNZ-003,4G,tigo.corporate,156.91,824.9,981.8,6,58.95,35.4,0.44,2159.96
CDR-D-2000287,2026-09-04 12:59:31,+25571116703,640022309263254,TZ-PEM-001,3G,tigo.internet,26.66,76.32,102.98,12,4.23,66.0,0.66,226.56
CDR-D-2000288,2026-09-04 04:30:05,+25565424500,640028663811838,TZ-KIL-002,3G,tigo.internet,14.2,52.77,66.97,64,5.98,106.5,0.78,147.34
CDR-D-2000289,2026-09-07 04:58:22,+25565315829,640022904308418,TZ-DAR-007,4G,tigo.internet,74.12,447.08,521.19,8,27.79,36.2,0.2,1146.63
CDR-D-2000290,2026-09-07 12:32:17,+25565821347,640024520856549,TZ-DAR-009,4G,tigo.pesa.app,24.21,118.18,142.39,73,30.79,38.5,0.22,0.0
CDR-D-2000291,2026-09-04 05:06:02,+25565781571,640022296502486,TZ-DAR-011,4G,tigo.internet,12.12,40.91,53.03,20,31.73,53.8,0.29,116.66
CDR-D-2000292,2026-09-07 15:55:50,+25577889245,640028714753670,TZ-SNG-001,3G,tigo.internet,15.71,45.13,60.83,66,5.07,84.4,1.27,133.83
CDR-D-2000293,2026-09-02 03:22:52,+25577500156,640025047709743,TZ-TAN-002,3G,tigo.internet,16.58,64.0,80.58,39,6.04,71.4,1.63,177.27
CDR-D-2000294,2026-09-01 21:57:27,+25577713513,640023080515301,TZ-DAR-009,4G,tigo.pesa.app,191.63,883.88,1075.51,19,47.98,32.3,0.38,0.0
CDR-D-2000295,2026-09-02 23:09:01,+25567739711,640023079537716,TZ-PEM-001,3G,tigo.internet,8.0,33.15,41.14,37,6.45,90.3,2.0,90.51
CDR-D-2000296,2026-09-01 04:47:48,+25577728896,640028268862104,TZ-MOR-001,4G,tigo.internet,169.09,900.82,1069.91,40,64.66,41.6,0.29,2353.8
CDR-D-2000297,2026-09-01 04:18:28,+25565499454,640027325684046,TZ-MWA-003,4G,tigo.internet,8.53,34.04,42.57,19,32.71,34.1,0.29,93.66
CDR-D-2000298,2026-09-04 00:05:06,+25571738720,640023727210979,TZ-DOM-002,5G,tigo.corporate,564.58,2477.46,3042.04,56,236.66,24.7,0.15,6692.49
CDR-D-2000299,2026-09-01 05:00:30,+25567679459,640022015168489,TZ-KIG-001,3G,tigo.corporate,12.02,54.63,66.65,45,6.16,103.8,1.0,146.62
CDR-D-2000300,2026-09-07 05:55:38,+25577780714,640022362721798,TZ-TAN-002,3G,tigo.pesa.app,6.5,30.7,37.2,52,5.83,67.8,2.43,0.0
CDR-D-2000301,2026-09-06 19:58:50,+25577813145,640027517011632,TZ-MWA-002,4G,tigo.pesa.app,205.73,792.58,998.31,82,37.78,32.6,0.2,0.0
CDR-D-2000302,2026-09-07 15:55:03,+25567349825,640028087762657,TZ-TAB-001,3G,tigo.internet,11.9,36.58,48.48,51,1.45,126.1,1.99,106.65
CDR-D-2000303,2026-09-06 21:48:58,+25567572684,640028778037043,TZ-DAR-013,5G,tigo.corporate,124.66,794.99,919.65,24,132.16,18.2,0.14,2023.23
CDR-D-2000304,2026-09-07 08:08:10,+25577375594,640029773224781,TZ-DAR-007,4G,tigo.mms,166.68,908.86,1075.54,5,28.05,27.8,0.21,2366.18
CDR-D-2000305,2026-09-04 20:11:33,+25577417508,640022299900457,TZ-DAR-013,5G,tigo.pesa.app,135.56,811.53,947.09,45,76.99,17.3,0.1,0.0
CDR-D-2000306,2026-09-06 03:02:51,+25571842470,640025113699666,TZ-DOM-003,4G,tigo.internet,129.81,766.96,896.77,53,53.36,47.9,0.4,1972.9
CDR-D-2000307,2026-09-03 01:42:33,+25571586501,640022824643661,TZ-DAR-003,5G,tigo.internet,348.8,1407.83,1756.62,7,164.51,22.5,0.09,3864.57
CDR-D-2000308,2026-09-02 20:08:51,+25571257334,640027615840708,TZ-DAR-009,4G,tigo.internet,182.51,765.29,947.8,3,56.26,25.0,0.29,2085.16
CDR-D-2000309,2026-09-03 07:26:56,+25577417508,640022299900457,TZ-DAR-013,5G,tigo.internet,401.98,2740.45,3142.43,64,125.45,22.0,0.09,6913.34
CDR-D-2000310,2026-09-02 04:19:02,+25577551758,640025049072489,TZ-DAR-015,3G,tigo.internet,5.42,20.46,25.88,12,3.5,122.7,1.81,56.93
CDR-D-2000311,2026-09-04 09:46:55,+25565244037,640025262101582,TZ-ZNZ-001,5G,tigo.internet,57.14,270.58,327.71,17,252.7,18.5,0.09,720.97
CDR-D-2000312,2026-09-05 23:39:59,+25577871523,640026281827528,TZ-MBY-001,4G,tigo.internet,126.73,464.7,591.43,85,52.43,29.4,0.15,1301.16
CDR-D-2000313,2026-09-07 07:43:05,+25571528644,640024801044279,TZ-PEM-001,3G,tigo.internet,9.38,26.98,36.36,81,1.73,82.1,2.39,79.99
CDR-D-2000314,2026-09-04 01:45:46,+25565779020,640022211370833,TZ-DAR-010,4G,tigo.internet,22.52,140.39,162.9,83,16.23,52.0,0.24,358.39
CDR-D-2000315,2026-09-02 04:21:52,+25577637966,640021269576948,TZ-TAN-001,4G,tigo.internet,203.0,777.16,980.16,30,46.63,49.6,0.34,2156.36
CDR-D-2000316,2026-09-05 05:52:42,+25565867324,640022860212181,TZ-SON-001,3G,tigo.internet,8.42,21.31,29.73,2,7.21,71.0,1.01,65.4
CDR-D-2000317,2026-09-07 00:47:31,+25577183641,640026640042225,TZ-DAR-008,4G,tigo.internet,8.84,40.24,49.08,7,19.5,30.2,0.34,107.97
CDR-D-2000318,2026-09-02 22:47:01,+25571476712,640029931278947,TZ-DAR-012,5G,tigo.mms,287.83,2096.15,2383.98,45,153.61,16.1,0.1,5244.76
